Sensor 1,Sensor 2,Sensor 3,Steering Angle
2.7538,1.0538,1.2756,0
2.7538,1.0538,1.2756,0
2.6611,0.9763,1.2217,0
2.6133,0.9375,1.1958,0
2.5683,0.9019,1.8174,0
2.521,0.8655,1.7864,0
2.476,0.8319,1.7577,0
2.4288,0.7981,1.7283,0
2.385,0.768,1.7018,0
2.385,0.768,1.7018,0
2.2923,0.7095,1.6482,0
2.2923,0.7095,1.6482,0
2.1996,1.0596,1.5984,0
2.1996,1.0596,1.5984,0
2.1093,0.9915,1.7355,0
2.0633,0.9584,1.7032,0
2.0178,0.9269,1.6719,0
1.9711,0.8958,1.6405,0
1.9286,0.8689,1.6126,0
1.8828,0.8415,1.5834,0
1.8391,0.8171,1.5563,0
1.7933,1.1863,1.5288,0
1.7491,1.1532,1.5031,0
1.7028,1.1195,1.4773,0
1.7028,1.1195,1.4773,0
1.6139,1.0576,1.6252,-22
1.5701,1.0288,1.5924,-22
1.5247,1.0123,1.5534,-22
1.5247,1.0123,1.5534,-22
1.4376,2.0754,1.4763,0
1.3953,2.4815,1.2909,22
1.3566,2.458,1.4079,0
1.3225,2.4302,1.3857,0
1.3225,2.4302,1.3857,0
1.2436,2.3813,1.3282,0
1.2011,2.3555,1.2983,0
1.1584,2.3302,1.2689,0
1.113,2.3037,1.2385,0
1.0695,2.2789,1.2103,0
1.0236,3.3566,1.1817,0
0.9808,3.3308,1.1561,0
0.9363,3.3042,1.1306,0
0.893,3.2787,1.107,0
0.8502,3.2537,6.1498,0
1.2158,3.2302,0.8096,22
1.1682,3.6127,0.7661,22
1.1682,3.6127,0.7661,22
1.0828,3.1435,0.6963,22
1.0428,3.1144,0.6655,22
1.0047,3.0863,0.6373,22
1.0047,3.0863,0.6373,22
1.3825,1.9784,0.592,22
1.3825,1.9784,0.592,22
1.318,1.9417,0.8795,22
1.2879,1.9247,0.8524,22
1.6564,1.9067,0.8251,22
1.6564,1.9067,0.8251,22
1.5947,1.8727,0.7752,22
1.5947,1.8727,0.7752,22
1.5379,1.8412,0.732,22
1.5379,1.8412,0.732,22
1.4826,1.8086,0.6945,22
1.4594,1.7952,1.0786,22
1.4355,1.5787,1.0587,22
1.4148,1.5709,1.0417,22
1.3936,1.5616,1.0252,22
1.3758,1.5536,1.0116,22
3.0869,1.544,0.999,0
2.7118,1.5357,0.9892,0
2.6799,1.5145,0.9714,0
2.6799,1.5145,0.9714,0
2.9651,1.469,1.2458,0
2.9243,1.4451,1.2092,0
2.882,1.4211,1.1716,0
2.882,1.4211,1.1716,0
2.7941,1.4882,1.0949,0
2.7508,1.4546,1.058,0
2.7057,1.4203,1.0201,0
2.7057,1.4203,1.0201,0
2.6176,1.3553,0.9483,0
2.6176,1.3553,0.9483,0
2.528,1.2923,0.8789,0
2.528,1.2923,0.8789,0
2.4393,1.2336,0.8149,0
2.4393,1.2336,0.8149,0
2.3956,1.2063,0.7855,0
2.3088,1.1553,0.7319,0
2.3088,1.1553,0.7319,0
2.2223,1.6929,1.1213,0
2.2223,1.6929,1.1213,0
2.1331,1.6275,1.0597,0
2.1331,1.6275,1.0597,0
2.1294,1.5658,1.0038,0
2.0823,1.5361,0.978,0
2.038,1.509,0.9553,0
2.038,1.509,0.9553,0
1.9453,1.4551,1.3355,0
1.9453,1.4551,1.3355,0
1.8518,1.5296,1.2795,0
1.8042,1.4934,1.2527,0
1.7587,1.4595,1.2283,0
1.7587,1.4595,1.2283,0
1.6649,1.3916,2.2874,-22
1.6153,1.357,2.2612,-22
1.5715,1.3362,2.2272,-22
1.5337,1.3217,2.1951,-22
1.4972,1.4975,2.1609,0
1.4972,1.4975,2.1609,0
1.4253,1.45,2.1016,0
1.3841,1.4199,2.0755,0
1.3392,1.3878,2.0477,0
1.3392,1.3878,2.0477,0
1.2524,1.328,1.9958,0
1.2524,1.328,1.9958,0
1.165,1.2711,1.946,0
1.1207,1.2438,1.9218,0
1.5021,1.0798,2.8643,-22
1.4553,1.0361,2.8205,-22
1.4148,1.0014,2.5518,-22
1.3774,0.9709,1.8147,-22
1.3432,0.9447,1.7817,-22
1.3432,0.9447,1.7817,-22
1.7281,0.906,1.716,0
1.7281,0.906,1.716,0
2.0206,0.8679,1.6594,0
2.0206,0.8679,1.6594,0
1.9371,0.8191,1.6127,0
1.8918,1.1221,1.5886,0
1.8452,1.0847,1.5648,0
1.798,1.0477,2.2315,-22
1.7528,1.0131,2.2072,-22
1.7097,0.9885,2.1735,-22
1.7097,0.9885,2.1735,-22
1.6315,0.9538,1.4277,0
1.6315,0.9538,1.4277,0
1.56,1.2807,1.3762,0
1.56,1.2807,1.3762,0
1.4793,1.2205,1.9956,-22
1.4793,1.2205,1.9956,-22
1.397,1.1685,1.9338,-22
1.8411,1.1535,1.9005,-22
1.8029,1.3331,1.8668,-22
1.7643,1.3034,1.8311,-22
1.7287,1.2772,1.7967,-22
1.7287,1.2772,1.7967,-22
1.6591,1.2296,1.1113,0
1.6591,1.2296,1.1113,0
2.197,1.2089,1.0817,0
2.1258,1.1601,1.6377,0
2.0868,1.1344,1.6103,0
2.046,1.1084,1.5821,0
2.0033,1.0822,1.5533,0
1.9582,1.0557,1.5236,0
1.9111,1.0295,1.4934,0
1.8678,1.3234,1.4665,0
1.8678,1.3234,1.4665,0
1.8678,1.3234,1.4665,0
1.7308,1.2019,1.3869,0
1.6865,1.1634,1.3632,0
1.642,1.1252,1.9306,-22
1.5979,1.0879,1.9,-22
1.5596,1.0601,1.8642,-22
1.5596,1.0601,1.8642,-22
2.0973,1.0127,1.2336,0
2.0973,1.0127,1.2336,0
2.0192,0.9688,1.724,0
1.9776,0.9444,1.6928,0
1.9776,0.9444,1.6928,0
1.8945,1.3036,1.6319,0
1.8945,1.3036,1.6319,0
1.849,1.2628,1.5994,0
1.7628,1.1867,1.5398,0
1.7194,1.149,1.5109,0
1.6743,1.1104,1.4816,0
1.6325,1.075,1.4552,0
1.589,1.039,1.4286,0
1.5448,1.003,1.4026,0
1.4988,0.9663,1.3765,0
1.4988,0.9663,1.3765,0
1.4549,0.9324,1.3527,0
1.9972,0.8681,1.8252,0
1.9489,0.8365,1.7913,0
1.904,0.8086,1.7604,0
1.8573,0.7815,1.7289,0
1.8111,1.1943,1.6985,0
1.8111,1.1943,1.6985,0
1.7629,1.15,1.6676,0
1.6702,1.066,1.6106,0
1.6702,1.066,1.6106,0
1.5786,0.9847,1.5578,0
1.5786,0.9847,1.5578,0
1.4903,0.9085,1.5106,-22
1.4903,0.9085,1.5106,-22
1.407,0.843,1.955,-22
1.407,0.843,1.955,-22
1.5489,0.7951,1.4003,0
1.5489,0.7951,1.4003,0
1.4681,0.754,1.3503,0
1.4282,1.2273,1.8173,-22
1.3856,1.19,1.7941,-22
1.3856,1.19,1.7941,-22
1.3086,1.1313,1.7345,-22
1.3086,1.1313,1.7345,-22
1.5488,1.0821,1.205,0
1.5488,1.0821,1.205,0
1.478,1.0387,1.1641,0
1.478,1.0387,1.1641,0
1.4018,0.9922,1.5853,-22
1.3603,0.9685,1.5618,-22
1.3228,1.0396,1.533,-22
1.2867,1.0115,1.505,-22
1.2525,0.9857,1.4782,-22
1.2215,0.963,1.4537,-22
1.2215,0.963,1.4537,-22
1.528,0.9189,1.4022,0
1.528,0.9189,1.4022,0
1.4551,0.8774,1.3516,0
1.4551,0.8774,1.3516,0
1.3773,1.0239,1.3025,0
1.3773,1.0239,1.3025,0
1.2914,0.9498,1.2519,0
1.2914,0.9498,1.2519,0
1.2013,0.8749,1.6205,-22
1.1569,0.8392,1.5906,-22
1.119,0.8135,1.5564,-22
1.4887,0.7896,1.5222,-22
1.4498,0.7692,1.4906,-22
1.412,1.0144,1.0801,0
1.3763,0.9839,1.0591,0
1.3408,0.9535,1.404,-22
1.7438,0.9206,1.3747,0
1.7438,0.9206,1.3747,0
1.6692,0.8676,1.3144,0
1.6272,0.8376,1.2847,0
1.5826,0.807,1.2542,0
1.5392,0.7787,1.2253,0
1.5392,0.7787,1.2253,0
1.4511,0.7266,1.1697,0
1.4077,0.9942,1.1439,0
1.3629,0.955,1.1187,0
1.3206,0.9184,1.7948,-22
1.3206,0.9184,1.7948,-22
1.6882,0.8542,1.741,-22
1.6882,0.8542,1.741,-22
1.9871,0.808,1.6854,0
1.9871,0.808,1.6854,0
1.9083,1.1123,1.6361,0
1.9083,1.1123,1.6361,0
1.8657,1.0788,1.6118,0
1.7727,1.008,1.5615,0
1.7295,0.9764,1.5395,0
1.6828,0.9433,2.1961,-22
1.6381,0.9128,2.1711,-22
1.5981,0.8927,2.1411,-22
1.5599,0.8754,2.112,-22
1.5247,1.2242,1.4214,0
1.5247,1.2242,1.4214,0
1.4561,1.1762,1.3809,0
1.4159,1.1481,2.0094,-22
1.4159,1.1481,2.0094,-22
1.3742,1.1198,1.9826,-22
1.7996,1.3081,1.9218,-22
1.7996,1.3081,1.9218,-22
1.7658,1.2801,1.8945,-22
1.7087,1.2345,1.2302,0
1.6804,1.213,1.21,0
1.6441,1.1837,1.1904,0
1.6441,1.1837,1.1904,0
1.569,1.1246,1.7395,-22
1.5283,1.0935,1.7106,-22
2.0769,1.0722,1.677,0
2.0769,1.0722,1.677,0
2.0022,1.031,1.6172,0
2.0022,1.031,1.6172,0
1.9177,1.3501,1.5586,0
1.9177,1.3501,1.5586,0
1.8287,1.2704,1.4997,0
1.8287,1.2704,1.4997,0
1.7359,1.1889,1.4418,0
1.7359,1.1889,1.4418,0
1.6442,1.1103,1.3884,0
1.6442,1.1103,1.3884,0
1.5534,1.035,1.9072,-22
1.5082,0.9986,1.8746,-22
1.4696,0.9728,1.8367,-22
2.054,0.9526,1.2616,0
2.0217,0.9372,1.2368,0
2.0217,0.9372,1.2368,0
1.9342,0.887,1.7033,0
1.9342,0.887,1.7033,0
1.8462,1.2489,1.6379,0
1.8008,1.2086,1.605,0
1.7585,1.1715,1.5751,0
1.7585,1.1715,1.5751,0
1.6698,1.095,1.5142,0
1.6698,1.095,1.5142,0
1.5816,1.0214,1.4569,0
1.5369,0.9852,1.4291,0
1.5369,0.9852,1.4291,0
1.4525,0.9193,1.3794,0
1.4525,0.9193,1.3794,0
2.9932,0.8876,1.3558,0
2.8997,0.8251,1.8112,0
2.8535,0.7966,1.7775,0
2.8091,0.7711,1.7457,0
2.8091,0.7711,1.7457,0
2.718,1.1513,1.6826,0
2.718,1.1513,1.6826,0
2.6287,1.0699,1.6234,0
2.6287,1.0699,1.6234,0
2.535,0.9866,1.5649,0
2.535,0.9866,1.5649,0
2.4459,0.9098,1.5128,0
2.4459,0.9098,1.5128,0
2.3604,0.8392,1.9807,0
2.3137,0.8023,1.9456,0
2.2712,0.7698,1.9141,0
2.2298,0.7394,1.8839,0
2.186,0.7088,1.8525,0
2.1413,0.6793,1.8209,0
2.0956,0.6514,1.7894,0
2.0956,0.6514,1.7894,0
2.3046,1.0667,1.7325,0
2.3046,1.0667,1.7325,0
2.217,1.0134,1.6803,0
2.1684,0.986,1.6527,0
2.1219,1.4292,1.6272,0
2.0766,1.4011,1.6034,0
2.0304,1.3732,1.5933,0
1.9822,1.3454,1.5575,0
1.9361,1.7904,1.5239,0
1.8882,1.7606,1.4898,0
1.8431,1.7333,1.4585,0
1.8431,1.7333,1.4585,0
1.7529,1.6812,1.3982,0
1.7077,2.1246,1.3692,22
1.6633,2.0975,1.3419,22
1.6269,2.064,1.3276,22
1.9222,1.572,1.3747,0
1.8899,1.5431,1.3565,0
1.8477,1.5193,1.3263,0
1.8049,1.9434,1.2964,22
1.7643,1.9174,1.2687,22
1.7274,1.8829,1.2512,22
1.6942,1.4139,1.2385,0
1.6942,1.4139,1.2385,0
1.997,1.3604,1.3449,0
1.997,1.3604,1.3449,0
1.9541,1.7568,1.3124,0
1.8655,1.6983,1.2474,0
1.8655,1.6983,1.2474,0
1.7752,1.6418,1.1847,0
1.7323,1.616,1.1562,0
1.6864,1.5893,1.127,0
1.6535,1.5708,1.1068,0
1.6068,1.9612,1.0794,22
1.6068,1.9612,1.0794,22
1.9236,1.8961,1.2083,0
1.9236,1.8961,1.2083,0
1.8262,1.8335,1.1335,22
1.8262,1.8335,1.1335,22
1.7815,1.8058,1.1005,22
1.7073,1.7343,1.0632,22
1.7073,1.7343,1.0632,22
2.821,1.6689,1.2892,0
2.821,1.6689,1.2892,0
2.302,1.6066,1.244,0
2.302,1.6066,1.244,0
2.2218,1.5492,1.1858,0
2.2218,1.5492,1.1858,0
2.5672,1.4907,1.1273,0
2.5672,1.4907,1.1273,0
2.4737,1.4344,1.0723,0
2.4737,1.4344,1.0723,0
2.3825,1.3836,1.2946,0
2.3825,1.3836,1.2946,0
2.2904,1.6797,1.2243,0
2.2904,1.6797,1.2243,0
2.2005,1.6195,1.1588,0
2.2005,1.6195,1.1588,0
2.1094,1.5616,1.096,0
2.1094,1.5616,1.096,0
2.0201,1.5082,1.0387,0
2.0201,1.5082,1.0387,0
1.9284,1.4571,0.9852,0
1.9284,1.4571,0.9852,0
1.8336,1.4743,1.6017,0
1.8336,1.4743,1.6017,0
1.738,1.3937,1.5426,0
1.738,1.3937,1.5426,0
1.6448,1.3171,1.4887,0
1.5964,1.2783,1.4623,0
1.5964,1.2783,1.4623,0
1.5034,1.2059,2.0758,-22
1.5034,1.2059,2.0758,-22
1.419,1.1479,2.0159,-22
1.419,1.1479,2.0159,-22
1.849,1.1108,1.9573,-22
1.849,1.1108,1.9573,-22
1.7856,1.2977,1.2779,0
1.7548,1.2726,1.2573,0
1.7548,1.2726,1.2573,0
1.6814,1.2107,1.8292,-22
1.6814,1.2107,1.8292,-22
1.6814,1.2107,1.8292,-22
1.5785,1.134,1.7417,-22
1.5785,1.134,1.7417,-22
2.107,1.1011,1.1093,0
2.0727,1.0856,1.0829,0
2.0727,1.0856,1.0829,0
2.0075,1.4372,1.6016,0
2.0075,1.4372,1.6016,0
1.9165,1.3566,1.5321,0
1.8623,1.3093,1.492,0
1.8623,1.3093,1.492,0
1.7713,1.2316,1.4269,0
1.7713,1.2316,1.4269,0
1.6798,1.1558,1.3648,0
1.6798,1.1558,1.3648,0
2.2098,1.0847,1.3081,0
2.2098,1.0847,1.3081,0
2.1188,1.0195,1.2575,0
2.1188,1.0195,1.2575,0
2.0264,0.9581,1.7497,0
2.0264,0.9581,1.7497,0
1.9314,0.9008,1.6817,0
1.9314,0.9008,1.6817,0
1.8878,0.8768,1.6513,0
1.7941,1.2061,1.5884,0
1.7941,1.2061,1.5884,0
1.7006,1.1233,1.529,0
1.7006,1.1233,1.529,0
1.6126,1.0471,1.4763,0
1.6126,1.0471,1.4763,0
1.6126,1.0471,1.4763,0
1.5248,0.9734,1.4276,0
1.4388,0.9041,1.9152,-22
1.4388,0.9041,1.9152,-22
1.3563,0.8456,1.846,-22
1.3563,0.8456,1.846,-22
1.9256,0.816,1.7828,0
1.9256,0.816,1.7828,0
1.8682,1.248,1.7324,0
1.8682,1.248,1.7324,0
1.7868,1.1756,1.6692,0
1.7563,1.1488,1.646,0
1.7116,1.11,1.6124,0
1.7116,1.11,1.6124,0
1.6244,1.036,1.5487,0
1.6244,1.036,1.5487,0
1.6244,1.036,1.5487,0
1.9258,0.9321,1.4597,0
1.882,0.9009,1.4329,0
1.8339,0.8679,1.4045,0
1.8339,0.8679,1.4045,0
1.7542,0.8168,1.3599,0
1.7542,0.8168,1.3599,0
1.6597,1.251,1.7897,-22
1.612,1.2083,1.7538,-22
1.612,1.2083,1.7538,-22
1.5374,1.1499,1.6766,-22
1.5374,1.1499,1.6766,-22
1.9415,1.1104,1.1768,0
1.915,1.0977,1.1511,0
1.878,1.0729,1.131,0
1.8393,1.0479,1.5067,0
1.7992,1.0231,1.4722,0
1.7562,0.9977,1.4355,0
2.4036,1.2756,1.3985,0
2.3554,1.2349,1.3596,0
2.3107,1.1976,1.324,0
2.3107,1.1976,1.324,0
2.2234,1.1267,1.2565,0
2.2234,1.1267,1.2565,0
2.2234,1.1267,1.2565,0
2.1437,1.0646,1.1977,0
2.0288,0.9806,1.1182,0
2.0288,0.9806,1.1182,0
2.6048,0.9059,1.0474,0
2.5454,0.8717,1.0148,0
2.5454,0.8717,1.0148,0
2.4602,1.118,1.3597,0
2.4602,1.118,1.3597,0
2.4178,1.0814,1.323,0
2.3296,1.0075,1.2482,0
2.3296,1.0075,1.2482,0
2.5371,0.9369,1.1759,0
2.5371,0.9369,1.1759,0
2.4443,0.8707,1.1068,0
2.4443,0.8707,1.1068,0
2.3521,0.8104,1.0421,0
2.3521,0.8104,1.0421,0
2.3206,0.7914,1.021,0
2.2319,1.2983,0.965,0
2.2319,1.2983,0.965,0
2.1517,1.2314,0.9191,0
2.1021,1.1909,1.3611,0
2.0527,1.1514,1.3305,0
1.9786,1.0939,1.2871,0
1.9786,1.0939,1.2871,0
1.8954,1.0321,1.242,0
1.8954,1.0321,1.242,0
1.7992,0.9652,1.6525,0
1.7992,0.9652,1.6525,0
1.7992,0.9652,1.6525,0
1.7085,0.9075,1.6017,0
1.6205,1.4054,2.018,-22
1.6205,1.4054,2.018,-22
1.8683,1.3583,1.4991,0
1.8683,1.3583,1.4991,0
1.7959,1.3147,1.4478,0
1.7959,1.3147,1.4478,0
1.7103,1.2588,1.842,-22
1.7103,1.2588,1.842,-22
1.6268,1.3461,1.7802,-22
1.6268,1.3461,1.7802,-22
1.924,1.3026,1.7123,0
1.924,1.3026,1.7123,0
1.8538,1.2612,1.6498,0
1.8538,1.2612,1.6498,0
1.7713,1.2074,1.5943,0
1.7713,1.2074,1.5943,0
1.7713,1.2074,1.5943,0
2.0841,1.1557,1.5394,0
1.9937,1.2825,1.488,0
1.9937,1.2825,1.488,0
1.9937,1.2825,1.488,0
1.9039,1.2123,1.8449,0
1.8161,1.1465,1.7888,0
1.8161,1.1465,1.7888,0
1.7691,1.1126,1.7598,0
1.7241,1.0811,1.7329,-22
1.6355,1.0225,1.6822,-22
1.6355,1.0225,1.6822,-22
1.796,1.2141,1.6188,0
1.796,1.2141,1.6188,0
1.7177,1.1628,1.5632,0
1.7177,1.1628,1.5632,0
1.6294,1.1002,1.5142,0
1.6294,1.1002,1.5142,0
1.537,1.0388,2.1707,-22
1.537,1.0388,2.1707,-22
1.4903,1.0095,2.5078,-22
1.4474,0.9935,2.1154,-22
1.3711,1.2258,1.3509,0
1.3711,1.2258,1.3509,0
1.295,1.1803,1.2955,-22
1.295,1.1803,1.2955,-22
1.7021,1.1509,1.2381,0
1.7021,1.1509,1.2381,0
1.627,1.158,1.8817,-22
1.627,1.158,1.8817,-22
2.0298,1.086,1.823,0
2.0298,1.086,1.823,0
1.9555,1.0228,1.7646,0
1.9555,1.0228,1.7646,0
2.3058,0.9522,1.7134,0
2.3058,0.9522,1.7134,0
2.214,0.882,1.6632,0
2.214,0.882,1.6632,0
2.1205,0.8151,1.8646,0
2.1205,0.8151,1.8646,0
2.031,0.7564,1.8042,0
2.031,0.7564,1.8042,0
2.031,0.7564,1.8042,0
1.8937,1.0486,1.7166,0
1.8937,1.0486,1.7166,0
1.8011,0.9768,1.6614,0
1.8011,0.9768,1.6614,0
1.7114,0.9108,1.6112,0
1.7114,0.9108,1.6112,0
1.619,0.8478,2.2329,-22
1.619,0.8478,2.2329,-22
1.5736,0.8189,2.206,-22
1.5334,0.8028,2.172,-22
1.46,1.1459,1.4504,0
1.46,1.1459,1.4504,0
1.46,1.1459,1.4504,0
1.9108,1.1056,1.3995,0
1.8271,1.057,1.9886,-22
1.8271,1.057,1.9886,-22
1.7403,1.239,1.9251,-22
1.7403,1.239,1.9251,-22
1.6653,1.1815,1.8566,-22
1.6653,1.1815,1.8566,-22
1.5958,1.1331,1.1965,0
1.5958,1.1331,1.1965,0
1.5242,1.0787,1.7336,-22
1.5242,1.0787,1.7336,-22
2.0393,1.0316,1.6721,0
2.0393,1.0316,1.6721,0
1.9672,0.9955,1.6121,0
1.9672,0.9955,1.6121,0
1.8844,1.315,1.5533,0
1.8844,1.315,1.5533,0
1.7988,1.2394,1.4951,0
1.7988,1.2394,1.4951,0
1.7988,1.2394,1.4951,0
1.7102,1.1628,1.4379,0
1.6195,1.0866,1.3831,0
1.6195,1.0866,1.3831,0
1.53,1.0142,1.3332,0
1.53,1.0142,1.3332,0
1.4461,0.9494,1.8319,-22
1.4461,0.9494,1.8319,-22
1.4461,0.9494,1.8319,-22
1.9777,0.8934,1.7599,0
1.8919,1.2882,1.6781,0
1.8919,1.2882,1.6781,0
1.8066,1.2128,1.6126,0
1.8066,1.2128,1.6126,0
1.7162,1.1348,1.5456,0
1.7162,1.1348,1.5456,0
1.7162,1.1348,1.5456,0
1.6297,1.0625,1.4841,0
2.2448,1.0378,1.4631,0
2.15,0.9669,1.4035,0
2.1053,0.935,1.3768,0
2.1053,0.935,1.3768,0
2.012,0.8727,1.3244,0
2.012,0.8727,1.3244,0
1.9276,0.8218,1.7782,0
1.9276,0.8218,1.7782,0
1.8735,1.2526,1.7375,0
1.8266,1.2101,1.7028,0
1.7865,1.174,1.6737,0
1.6899,1.0886,1.6056,0
1.6441,1.0489,1.5744,0
1.6441,1.0489,1.5744,0
1.5547,0.9733,1.5158,0
1.5547,0.9733,1.5158,0
1.4666,0.9019,1.4615,0
1.4666,0.9019,1.4615,0
2.0278,0.8358,1.4119,0
2.0278,0.8358,1.4119,0
1.9371,0.7751,1.8558,0
1.9371,0.7751,1.8558,0
1.9371,0.7751,1.8558,0
1.845,0.7204,1.7891,0
1.7542,1.1254,1.7257,0
1.7542,1.1254,1.7257,0
1.6645,1.0444,1.6657,-22
1.6645,1.0444,1.6657,-22
1.6201,1.0048,1.637,-22
2.1916,0.9341,1.5537,0
2.1916,0.9341,1.5537,0
2.1077,0.8771,1.4867,0
2.1077,0.8771,1.4867,0
2.0253,0.8225,1.4306,0
2.0253,0.8225,1.4306,0
1.9813,0.7957,1.4018,0
1.8857,1.2469,1.3425,0
1.8857,1.2469,1.3425,0
2.4691,1.1682,1.2923,0
2.4691,1.1682,1.2923,0
2.3765,1.091,1.6682,0
2.3765,1.091,1.6682,0
2.2854,1.0181,1.5974,0
2.2854,1.0181,1.5974,0
2.1944,0.9491,1.529,0
2.1944,0.9491,1.529,0
2.1066,0.887,1.4658,0
2.1066,0.887,1.4658,0
2.1066,0.887,1.4658,0
2.0076,0.8238,1.398,0
2.1675,1.2732,1.3358,0
2.1675,1.2732,1.3358,0
2.0772,1.1977,1.2858,0
2.022,1.1527,1.7386,0
1.9726,1.1132,1.7109,0
1.9223,1.074,1.6838,0
1.8714,1.0353,1.6574,0
1.8103,0.9903,2.1053,-22
1.7214,0.9284,2.0581,-22
1.7214,0.9284,2.0581,-22
1.6409,1.4329,1.9967,-22
1.6409,1.4329,1.9967,-22
1.8668,1.3696,1.932,-22
1.8668,1.3696,1.932,-22
1.79,1.3197,1.429,0
1.7538,1.2973,1.4076,0
1.7187,1.2758,1.3886,0
1.6893,1.2583,1.8086,-22
1.6524,1.237,1.7847,-22
1.6524,1.237,1.7847,-22
1.9502,1.3231,1.7277,0
1.9502,1.3231,1.7277,0
1.8835,1.2775,1.6778,0
1.8835,1.2775,1.6778,0
1.8098,1.2268,1.6295,0
1.7703,1.2007,1.6044,0
1.7284,1.174,1.5785,0
1.7284,1.174,1.5785,0
1.642,1.1223,1.5277,0
1.642,1.1223,1.5277,0
2.6453,1.2416,1.6984,0
2.6453,1.2416,1.6984,0
2.5564,1.1707,1.6252,0
2.5564,1.1707,1.6252,0
2.4687,1.1037,1.5548,0
2.4687,1.1037,1.5548,0
2.3909,1.0473,1.4942,0
2.3909,1.0473,1.4942,0
2.2977,0.9841,1.4239,0
2.2555,0.9572,1.3931,0
2.2105,0.93,1.3609,0
2.2105,0.93,1.3609,0
2.124,1.0737,1.3017,0
2.124,1.0737,1.3017,0
2.0338,0.9955,1.2437,0
2.0338,0.9955,1.2437,0
1.9433,0.92,1.1902,0
1.9433,0.92,1.1902,0
2.2491,0.8518,1.5549,0
2.2491,0.8518,1.5549,0
2.1561,0.7863,1.4952,0
2.1561,0.7863,1.4952,0
2.0619,0.7268,1.4386,0
2.0619,0.7268,1.4386,0
1.9679,1.303,1.3863,0
1.9679,1.303,1.3863,0
1.8678,1.228,1.7394,0
1.8174,1.1918,1.7075,0
1.7312,1.1326,1.6552,0
1.7312,1.1326,1.6552,0
1.648,1.0793,1.6078,0
1.5604,1.028,1.768,-22
1.5604,1.028,1.768,-22
2.5642,1.1497,1.6849,0
2.5248,1.1222,1.6455,0
2.5248,1.1222,1.6455,0
2.4364,1.0575,1.5695,0
2.3889,1.0246,1.5294,0
2.3889,1.0246,1.5294,0
2.7095,0.9651,1.4533,0
2.6625,0.9381,1.4167,0
2.6625,0.9381,1.4167,0
2.5801,1.1122,1.3544,0
2.5263,1.0675,1.315,0
2.4777,1.0281,1.2805,0
2.4182,0.981,1.2396,0
2.4182,0.981,1.2396,0
2.3019,0.8942,1.1649,0
2.2466,0.8557,1.1322,0
2.2466,0.8557,1.1322,0
2.1434,0.7904,1.4675,0
2.0849,1.4064,1.4264,0
2.0849,1.4064,1.4264,0
2.0002,1.344,1.3694,0
1.9515,1.3093,1.3382,0
2.1096,1.2757,1.3081,0
2.052,1.2404,1.2768,0
1.9612,1.1883,1.6184,0
1.9612,1.1883,1.6184,0
1.8551,1.3363,1.5507,0
1.7924,1.2887,1.5128,0
1.7924,1.2887,1.5128,0
1.6899,1.214,1.4545,0
1.6297,1.172,1.4226,0
1.6297,1.172,1.4226,0
1.5125,1.0953,2.4401,-22
1.4562,1.0611,2.4073,-22
1.4562,1.0611,2.4073,-22
1.3789,1.2639,2.3484,-22
1.3101,1.2174,1.9516,-22
1.3101,1.2174,1.9516,-22
1.2372,1.172,1.9051,-22
1.6673,1.1995,1.1924,0
1.6673,1.1995,1.1924,0
1.5896,1.1262,1.8317,-22
1.5406,1.0804,1.8016,-22
1.5406,1.0804,1.8016,-22
2.432,1.02,1.7406,0
2.432,1.02,1.7406,0
2.432,1.02,1.7406,0
2.8002,0.9262,1.6566,0
2.8002,0.9262,1.6566,0
2.7549,0.8928,1.6287,0
2.7091,0.8605,1.6013,0
2.9267,0.7961,1.5455,0
2.9267,0.7961,1.5455,0
2.8714,1.1491,1.7428,0
2.7721,1.0696,1.671,0
2.7263,1.0345,1.639,0
2.7263,1.0345,1.639,0
3.2208,0.9552,1.566,0
3.2208,0.9552,1.566,0
3.2208,0.9552,1.566,0
3.0758,0.8686,1.4828,0
3.0155,1.2082,1.4513,0
3.0155,1.2082,1.4513,0
2.9126,1.1327,1.6185,0
2.8625,1.0977,1.5837,0
2.8625,1.0977,1.5837,0
2.7682,1.0355,1.5209,0
2.7682,1.0355,1.5209,0
2.6904,0.9883,1.4717,0
2.6904,0.9883,1.4717,0
2.5933,1.3058,1.4141,0
2.5933,1.3058,1.4141,0
2.492,1.2317,1.3593,0
2.492,1.2317,1.3593,0
2.4007,1.1688,1.5368,0
2.3473,1.1339,1.4986,0
2.3473,1.1339,1.4986,0
2.2626,1.0821,1.4401,0
2.1735,1.402,1.3818,0
2.1735,1.402,1.3818,0
2.0898,1.3403,1.3305,0
2.001,1.2779,1.2802,0
2.001,1.2779,1.2802,0
1.918,1.2229,1.4712,0
1.8304,1.169,1.4055,0
1.8304,1.169,1.4055,0
1.7485,1.4884,1.3466,0
2.1581,1.4496,1.3109,0
2.1073,1.415,1.2794,0
2.1073,1.415,1.2794,0
2.0446,1.3737,1.2423,0
1.9427,1.3103,1.1867,0
1.8828,1.2754,1.816,0
1.8828,1.2754,1.816,0
1.8511,1.2577,1.7964,0
1.8511,1.2577,1.7964,0
1.7857,1.3573,1.7572,0
1.7232,1.3022,1.7213,0
1.6597,1.2468,1.6863,-22
1.6276,1.2192,1.6693,-22
1.5989,1.1973,1.6484,-22
